"imdb_id","title","rating_imdb","rating_count","storyline","certificates","release_date","duration_min","imdb_url_film","url_poster"
"tt35049002","Mama",5.9,198,"Wahyu takes Dinda away from the city on Rizal's advice for their safety. This decision was made after the fact was revealed that the mastermind behind the hit-and-run accident that claimed the life of his wife, Mira, was Bahar, a cold-blooded thug leader. In a house far from the hustle and bustle of the city, Dinda and Wahyu continue their lives while enduring their grief. In Dinda's longing for her late mother, a woman appears who can slowly cure her longing for her mother. He calls her: Mama.","-",2025-01-23,96,"https://www.imdb.com/title/tt35049002/?ref_=sr_t_973","https://www.imdb.com/title/tt35049002/mediaviewer/rm3593376258/?ref_=tt_ov_i"
"tt18163750","Father & Son",6.1,409,"An unpopular teenager meets his father who has become a spirit after his death. His father guides him in finding love and rising against the bullies at school.","-",2022-02-18,76,"https://www.imdb.com/title/tt18163750/?ref_=sr_t_909","https://www.imdb.com/title/tt18163750/mediaviewer/rm1992231681/?ref_=tt_ov_i"
"tt23472308","Jalan yang Jauh, Jangan Lupa Pulang",6.7,536,"In London, Aurora finds a soul mate with the same vision as hers, Jem, an up-and-coming artist who is also a senior on campus and an immigrant from Indonesia. Aurora's life is perfect and full of passion until she finds another side of Jem, who makes Aurora give up college and leave her dream. During her difficult time, Aurora is assisted by her two best friends: Honey and Kit, to live together in their apartment. Aurora's preoccupation with surviving and trying to return to her studies by working odd jobs causes her to lose contact with her family. Two months without news make Angkasa and Awan follow Aurora to London. Surprised by Aurora's messy condition, Angkasa and Awan agree to force Aurora to come home.","TV-14",2023-02-02,109,"https://www.imdb.com/title/tt23472308/?ref_=sr_t_625","https://www.imdb.com/title/tt23472308/mediaviewer/rm1705851905/?ref_=tt_ov_i"
"tt31158599","Dua Hati Biru",7.5,553,"Dara got the opportunity to continue her education in South Korea. In the midst of her happiness in achieving her dream, Dara must be faced with the bitter reality of being separated from Bima and her son, Adam. The two of them also underwent a long distance marriage after getting married and giving birth to children who were conceived before they legally became husband and wife. Bima, who now had to look after Adam without his wife, looked happy, until one day a question came out of Adam's son's mouth.","TV-14",2024-04-17,106,"https://www.imdb.com/title/tt31158599/?ref_=sr_t_243","https://www.imdb.com/title/tt31158599/mediaviewer/rm3627369729/?ref_=tt_ov_i"
"tt4966450","Lily Bunga Terakhirku",7.9,22,"As a child, Tura, witnessed thieves to rape and kill his mother. After he buried her mother in the back garden of his home, he takes care of himself until adulthood and became a florist like his mother was. Feeling guilty for not being able to help his mother when he was a kid, Tura become a hunter rapists. When Tura falls in love with Lily, a high class prostitute, will he be able to retain he seek of revenge against Lily's powerful clients? —PL","-",2015-09-02,83,"https://www.imdb.com/title/tt4966450/?ref_=sr_t_153","https://www.imdb.com/title/tt4966450/mediaviewer/rm2800152320/?ref_=tt_ov_i"
"tt1859466","Cewek Gokil",6.4,20,,"-",2011-01-20,,"https://www.imdb.com/title/tt1859466/?ref_=sr_t_797","https://www.imdb.com/title/tt1859466/mediaviewer/rm476619520/?ref_=tt_ov_i"
"tt10997908","Bangkitnya Mayit: The Dark Soul",6.3,35,,"-",,86,"https://www.imdb.com/title/tt10997908/?ref_=sr_t_827","https://www.imdb.com/title/tt10997908/mediaviewer/rm3265697025/?ref_=tt_ov_i"
"tt1495793","Identitas",6.7,44,"Adam, the mortuary officer in a hospital ask to himself about the idea of ""identity"" of a person, due to his own unknown past and his own lack of an identity. So he only feels alive when he is among with the dead people. Someday, Adam eventually falls in love with a woman without a name. Through her, he is able to find his true self, and this will leads him to fight for the woman's right to live. —Rifqi Aska","-",2009-08-06,92,"https://www.imdb.com/title/tt1495793/?ref_=sr_t_651","https://www.imdb.com/title/tt1495793/mediaviewer/rm3564073728/?ref_=tt_ov_i"
"tt24049304","Tumbal Kanjeng Iblis",5.3,77,"Two years without receiving news from her older brother who is studying at another city, Tia receives constant promptings to find her older brother or her father, Yusuf, will die. Armed with a photo, Tia's search leads her to a mysterious boarding house near her brother's campus. Welcomed by the couple who own the boarding house, Rosa and Jefri, Tia suspects that something is wrong with Rosa's excessive friendliness. Not to mention the presence of a mysterious young man named Nathan who keeps warning her to leave the boarding house immediately. Inside the boarding house, strange events occur in succession. The deeper Tia searches for her brother, the greater the terror she faces. Behind it all is a curse and a cult that targets Tia.","-",2022-12-22,93,"https://www.imdb.com/title/tt24049304/?ref_=sr_t_1209","https://www.imdb.com/title/tt24049304/mediaviewer/rm2070689793/?ref_=tt_ov_i"
"tt15416924","Kabut",5.6,14,,"-",2021-10-08,66,"https://www.imdb.com/title/tt15416924/?ref_=sr_t_1101","https://www.imdb.com/title/tt15416924/mediaviewer/rm1735980801/?ref_=tt_ov_i"
"tt19877146","Srimulat: Hidup Memang Komedi",6.4,110,"Starting from an offer to become a national star, the Srimulat comedy group went to the capital. One of the obstacles they have to face is the language barrier. In their daily lives, they often use Javanese to communicate. However, after landing in the capital, they had to face a situation that required them to speak Indonesian. Apart from facing various challenges of life in the capital, conditions are increasingly complicated by the love problems between Gepeng and Royani. Apart from that, Tessy, who experienced an identity crisis, had to stop her career because she was caught in a case and went to prison.","-",2023-11-23,105,"https://www.imdb.com/title/tt19877146/?ref_=sr_t_775","https://www.imdb.com/title/tt19877146/mediaviewer/rm3588839169/?ref_=tt_ov_i"
"tt23035666","Rumah Kaliurang",5.6,24,"Bram, Rani, Kinan, Aji, and Anom realize their vacation plans. On the way, they accidentally bump into something. Surprisingly, when they checked, they didn't hit anything. During the interruption, Kinan suddenly wants to pee and asks her boyfriend, Bram, to accompany her. Because she could not stand it, the two of them went into the forest and stopped at a big house in Kaliurang. The other three follow and wait at the mysterious house. All of them are trapped in the terror of Kaliurang House.","-",2022-10-25,64,"https://www.imdb.com/title/tt23035666/?ref_=sr_t_1108","https://www.imdb.com/title/tt23035666/mediaviewer/rm2221541121/?ref_=tt_ov_i"
"tt31382021","Para Perasuk",8.2,14,"Bayu aspires to be a shaman for trance parties. He later becomes key to solving a crisis over impending eviction in his area.","-",2026-01-24,119,"https://www.imdb.com/title/tt31382021/?ref_=sr_t_97","https://www.imdb.com/title/tt31382021/mediaviewer/rm3957630722/?ref_=tt_ov_i"
"tt33311826","Modal Nekad",6.8,293,"Three brothers, Saipul, Jamal and Marwan were forced to get along again to pay off their father's hospital bill. With their determination, they decided to steal a TV from an empty house. Until suddenly the owner of the house who turned out to be a mafia boss came home. Panic peaked, now they were not only the perpetrators of the theft, but also witnesses to a shocking event!.","-",2024-12-19,107,"https://www.imdb.com/title/tt33311826/?ref_=sr_t_560","https://www.imdb.com/title/tt33311826/mediaviewer/rm1121820162/?ref_=tt_ov_i"
"tt21446248","Dua Alam: Moseleum Van Motman",8.5,13,"Exploring the Moseleum van Motman with an indigo child, Mars and a journalist who likes to investigate the occult and mystical, Bobby.","-",2020-11-09,,"https://www.imdb.com/title/tt21446248/?ref_=sr_t_65","https://www.imdb.com/title/tt21446248/mediaviewer/rm2428440065/?ref_=tt_ov_i"
"tt17497250","Perfect Strangers",7.4,907,"Seven friends who attend a dinner and decide to play a game with their cell phones which culminate in disaster when their dark secret is revealed.","-",2022-10-20,125,"https://www.imdb.com/title/tt17497250/?ref_=sr_t_283","https://www.imdb.com/title/tt17497250/mediaviewer/rm138151425/?ref_=tt_ov_i"
"tt8894180","Aruna & Lidahnya",7.1,1000,"An epidemiologist tried to satisfy her obsession with food when she was assigned to investigate a bird flu case.","TV-MA",2018-09-27,106,"https://www.imdb.com/title/tt8894180/?ref_=sr_t_419","https://www.imdb.com/title/tt8894180/mediaviewer/rm2134736640/?ref_=tt_ov_i"
"tt2171114","Sule, Ay Need You",7,69,"Sule's father, a farmer whose not that rich, has fallen into poverty because of the failure to become ""Lurah"", and become crazy. So Sule had to go to Jakarta asking help to uncle Salim, the brother of his mother who supposedly rich. Instead of getting help, he was being chased and arrested by police because he was suspected of being a police fugitive. —Mwd","-",2012-05-31,98,"https://www.imdb.com/title/tt2171114/?ref_=sr_t_493","https://www.imdb.com/title/tt2171114/mediaviewer/rm1666287361/?ref_=tt_ov_i"
"tt1856678","Baik-Baik Sayang",7.7,20,,"-",2011-01-13,95,"https://www.imdb.com/title/tt1856678/?ref_=sr_t_212","https://www.imdb.com/title/tt1856678/mediaviewer/rm3792266752/?ref_=tt_ov_i"
"tt14892248","Tali mati",5.1,138,"Hari and her sister return to the village where they were born after the death of their mother, a practitioner of black magic. But the inexplicable suicides of several villagers cause the hostility towards the two to explode.","-",2021-11-19,103,"https://www.imdb.com/title/tt14892248/?ref_=sr_t_1257","https://www.imdb.com/title/tt14892248/mediaviewer/rm3536452353/?ref_=tt_ov_i"
"tt32237658","Rumah Dinas Bapak",5.9,406,"Dodit, Mother, Mbak Lis, and Mas Dewo had to accompany Father to move to his new official residence in the middle of a teak forest. There, there is a prison which is said to be used to punish blandong (wood thieves). Strangely, every Friday night in Kliwon terrible things happen. Dodit, Mother, Mbak Lis, and Mas Dewo were all terrorized. Including two of Father's subordinates, Sugeng and Kasno.","-",2024-08-08,93,"https://www.imdb.com/title/tt32237658/?ref_=sr_t_980","https://www.imdb.com/title/tt32237658/mediaviewer/rm1216050177/?ref_=tt_ov_i"
"tt11428788","Surat dari Kematian",5.6,26,"Failing to prove the urban legend of Mbak Rohanna's ghost at Virgin Bridge, Yogyakarta means that Zein (Endi Arfian) must propose other haunted places to Kinan (Carrisa Perruset) to make content on their YouTube channel. Pasha (Omara Esteghlal), a student from their college, carries out a gruesome action in the middle of the city of Yogyakarta and claims to get a letter from Death that threatens that if Pasha doesn't do what the letter orders, Death will pick him up. From that letter, Kinan and Zein investigate Gama Plaza, an old building that former college student Darius (Jerome Kurnia) used as a suicide site years before. When they begin the investigation, the next letter arrives to another college student; this time it takes a life. Kinan believes that this is a premeditated murder, but Zein argues that everything that happens is related to the spirit of Darius. —filmindonesia.or.id","-",2020-01-09,86,"https://www.imdb.com/title/tt11428788/?ref_=sr_t_1097","https://www.imdb.com/title/tt11428788/mediaviewer/rm1444905473/?ref_=tt_ov_i"
"tt1774382","Gaby dan Lagunya",6.7,21,,"-",2010-11-04,90,"https://www.imdb.com/title/tt1774382/?ref_=sr_t_653","https://www.imdb.com/name/nm3138680/?ref_=tt_cst_i_1"
"tt19864700","Spirit Doll",3.8,487,"After recovering from the mental pressure after the divorce caused by Darius's extramarital affair plus the accident that took the life of his daughter, Embun, Dara Blue, an actress known as the queen of horror, returns to the entertainment stage, through her latest film 'Puppet Spirits'. One day, the doll used in the Spirit Puppet Movie appears in front of Dara's house. Even though at first it seemed odd, Dara felt Embun's figure through the doll. Dara treats the doll as her own child, as do those who take care of the ""spirit doll"". Along with that, terror after terror haunted the people who tried to awaken Dara from her 'insanity'.","-",2023-06-01,86,"https://www.imdb.com/title/tt19864700/?ref_=sr_t_1471","https://www.imdb.com/title/tt19864700/mediaviewer/rm4269288705/?ref_=tt_ov_i"
